表章項目,年齢5歳階級,男女別,全国・都道府県,時間軸（年月日現在）,@unit,$
人口,40～44歳,男,山口県,2022年10月1日現在,人,37673
人口,40～44歳,男,徳島県,2022年10月1日現在,人,21105
人口,40～44歳,男,香川県,2022年10月1日現在,人,28805
人口,40～44歳,男,愛媛県,2022年10月1日現在,人,38528
人口,40～44歳,男,高知県,2022年10月1日現在,人,19629
人口,40～44歳,男,福岡県,2022年10月1日現在,人,164278
人口,40～44歳,男,佐賀県,2022年10月1日現在,人,24289
人口,40～44歳,男,長崎県,2022年10月1日現在,人,36110
人口,40～44歳,男,熊本県,2022年10月1日現在,人,51556
人口,40～44歳,男,大分県,2022年10月1日現在,人,33281
人口,40～44歳,男,宮崎県,2022年10月1日現在,人,31383
人口,40～44歳,男,鹿児島県,2022年10月1日現在,人,45113
人口,40～44歳,男,沖縄県,2022年10月1日現在,人,47844
人口,40～44歳,女,全国,2022年10月1日現在,人,3917905
人口,40～44歳,女,北海道,2022年10月1日現在,人,159009
人口,40～44歳,女,青森県,2022年10月1日現在,人,35403
人口,40～44歳,女,岩手県,2022年10月1日現在,人,34427
人口,40～44歳,女,宮城県,2022年10月1日現在,人,75172
人口,40～44歳,女,秋田県,2022年10月1日現在,人,26382
人口,40～44歳,女,山形県,2022年10月1日現在,人,30829
人口,40～44歳,女,福島県,2022年10月1日現在,人,52202
人口,40～44歳,女,茨城県,2022年10月1日現在,人,85944
人口,40～44歳,女,栃木県,2022年10月1日現在,人,59277
人口,40～44歳,女,群馬県,2022年10月1日現在,人,56715
人口,40～44歳,女,埼玉県,2022年10月1日現在,人,231746
人口,40～44歳,女,千葉県,2022年10月1日現在,人,197814
人口,40～44歳,女,東京都,2022年10月1日現在,人,499347
人口,40～44歳,女,神奈川県,2022年10月1日現在,人,298016
人口,40～44歳,女,新潟県,2022年10月1日現在,人,64439
人口,40～44歳,女,富山県,2022年10月1日現在,人,29178
人口,40～44歳,女,石川県,2022年10月1日現在,人,33302
人口,40～44歳,女,福井県,2022年10月1日現在,人,21911
人口,40～44歳,女,山梨県,2022年10月1日現在,人,22534
人口,40～44歳,女,長野県,2022年10月1日現在,人,59265
人口,40～44歳,女,岐阜県,2022年10月1日現在,人,57292
人口,40～44歳,女,静岡県,2022年10月1日現在,人,107605
人口,40～44歳,女,愛知県,2022年10月1日現在,人,235652
人口,40～44歳,女,三重県,2022年10月1日現在,人,51003
人口,40～44歳,女,滋賀県,2022年10月1日現在,人,45492
人口,40～44歳,女,京都府,2022年10月1日現在,人,77925
人口,40～44歳,女,大阪府,2022年10月1日現在,人,275019
人口,40～44歳,女,兵庫県,2022年10月1日現在,人,167861
人口,40～44歳,女,奈良県,2022年10月1日現在,人,38864
人口,40～44歳,女,和歌山県,2022年10月1日現在,人,25712
人口,40～44歳,女,鳥取県,2022年10月1日現在,人,16405
人口,40～44歳,女,島根県,2022年10月1日現在,人,18609
人口,40～44歳,女,岡山県,2022年10月1日現在,人,54873
人口,40～44歳,女,広島県,2022年10月1日現在,人,83869
人口,40～44歳,女,山口県,2022年10月1日現在,人,36913
人口,40～44歳,女,徳島県,2022年10月1日現在,人,20440
人口,40～44歳,女,香川県,2022年10月1日現在,人,28321
人口,40～44歳,女,愛媛県,2022年10月1日現在,人,38394
人口,40～44歳,女,高知県,2022年10月1日現在,人,19262
人口,40～44歳,女,福岡県,2022年10月1日現在,人,169690
人口,40～44歳,女,佐賀県,2022年10月1日現在,人,24572
人口,40～44歳,女,長崎県,2022年10月1日現在,人,37440
人口,40～44歳,女,熊本県,2022年10月1日現在,人,52400
人口,40～44歳,女,大分県,2022年10月1日現在,人,32908
人口,40～44歳,女,宮崎県,2022年10月1日現在,人,32142
人口,40～44歳,女,鹿児島県,2022年10月1日現在,人,47865
人口,40～44歳,女,沖縄県,2022年10月1日現在,人,48465
人口,45～49歳,男女計,全国,2022年10月1日現在,人,9462394
人口,45～49歳,男女計,北海道,2022年10月1日現在,人,380179
人口,45～49歳,男女計,青森県,2022年10月1日現在,人,84424
人口,45～49歳,男女計,岩手県,2022年10月1日現在,人,82300
人口,45～49歳,男女計,宮城県,2022年10月1日現在,人,170538
人口,45～49歳,男女計,秋田県,2022年10月1日現在,人,62733
人口,45～49歳,男女計,山形県,2022年10月1日現在,人,69877
人口,45～49歳,男女計,福島県,2022年10月1日現在,人,125252
人口,45～49歳,男女計,茨城県,2022年10月1日現在,人,213545
人口,45～49歳,男女計,栃木県,2022年10月1日現在,人,146102
人口,45～49歳,男女計,群馬県,2022年10月1日現在,人,145134
人口,45～49歳,男女計,埼玉県,2022年10月1日現在,人,582938
人口,45～49歳,男女計,千葉県,2022年10月1日現在,人,490405
人口,45～49歳,男女計,東京都,2022年10月1日現在,人,1135390
人口,45～49歳,男女計,神奈川県,2022年10月1日現在,人,740729
人口,45～49歳,男女計,新潟県,2022年10月1日現在,人,155613
人口,45～49歳,男女計,富山県,2022年10月1日現在,人,78252
人口,45～49歳,男女計,石川県,2022年10月1日現在,人,85661
人口,45～49歳,男女計,福井県,2022年10月1日現在,人,54394
人口,45～49歳,男女計,山梨県,2022年10月1日現在,人,56570
人口,45～49歳,男女計,長野県,2022年10月1日現在,人,149567
人口,45～49歳,男女計,岐阜県,2022年10月1日現在,人,144279
人口,45～49歳,男女計,静岡県,2022年10月1日現在,人,267849
人口,45～49歳,男女計,愛知県,2022年10月1日現在,人,588974
人口,45～49歳,男女計,三重県,2022年10月1日現在,人,130609
人口,45～49歳,男女計,滋賀県,2022年10月1日現在,人,108141
人口,45～49歳,男女計,京都府,2022年10月1日現在,人,191290
人口,45～49歳,男女計,大阪府,2022年10月1日現在,人,679090
人口,45～49歳,男女計,兵庫県,2022年10月1日現在,人,411341
人口,45～49歳,男女計,奈良県,2022年10月1日現在,人,94758
人口,45～49歳,男女計,和歌山県,2022年10月1日現在,人,63990
人口,45～49歳,男女計,鳥取県,2022年10月1日現在,人,38074
人口,45～49歳,男女計,島根県,2022年10月1日現在,人,45177
人口,45～49歳,男女計,岡山県,2022年10月1日現在,人,136907
人口,45～49歳,男女計,広島県,2022年10月1日現在,人,209388
人口,45～49歳,男女計,山口県,2022年10月1日現在,人,93347
人口,45～49歳,男女計,徳島県,2022年10月1日現在,人,49279
人口,45～49歳,男女計,香川県,2022年10月1日現在,人,70805
人口,45～49歳,男女計,愛媛県,2022年10月1日現在,人,94745
人口,45～49歳,男女計,高知県,2022年10月1日現在,人,48601
人口,45～49歳,男女計,福岡県,2022年10月1日現在,人,375818
人口,45～49歳,男女計,佐賀県,2022年10月1日現在,人,53898
人口,45～49歳,男女計,長崎県,2022年10月1日現在,人,85037
人口,45～49歳,男女計,熊本県,2022年10月1日現在,人,114325
人口,45～49歳,男女計,大分県,2022年10月1日現在,人,76981
人口,45～49歳,男女計,宮崎県,2022年10月1日現在,人,71893
人口,45～49歳,男女計,鹿児島県,2022年10月1日現在,人,100262
人口,45～49歳,男女計,沖縄県,2022年10月1日現在,人,107933
人口,45～49歳,男,全国,2022年10月1日現在,人,4791885
人口,45～49歳,男,北海道,2022年10月1日現在,人,188658
人口,45～49歳,男,青森県,2022年10月1日現在,人,42406
人口,45～49歳,男,岩手県,2022年10月1日現在,人,42314
人口,45～49歳,男,宮城県,2022年10月1日現在,人,86674
人口,45～49歳,男,秋田県,2022年10月1日現在,人,32111
人口,45～49歳,男,山形県,2022年10月1日現在,人,35704
人口,45～49歳,男,福島県,2022年10月1日現在,人,65589
人口,45～49歳,男,茨城県,2022年10月1日現在,人,111608
人口,45～49歳,男,栃木県,2022年10月1日現在,人,76477
人口,45～49歳,男,群馬県,2022年10月1日現在,人,74746
人口,45～49歳,男,埼玉県,2022年10月1日現在,人,302043
人口,45～49歳,男,千葉県,2022年10月1日現在,人,253446
人口,45～49歳,男,東京都,2022年10月1日現在,人,575289
人口,45～49歳,男,神奈川県,2022年10月1日現在,人,379601
人口,45～49歳,男,新潟県,2022年10月1日現在,人,79186
人口,45～49歳,男,富山県,2022年10月1日現在,人,40249
人口,45～49歳,男,石川県,2022年10月1日現在,人,43609
人口,45～49歳,男,福井県,2022年10月1日現在,人,27903
人口,45～49歳,男,山梨県,2022年10月1日現在,人,28810
人口,45～49歳,男,長野県,2022年10月1日現在,人,76360
人口,45～49歳,男,岐阜県,2022年10月1日現在,人,73266
人口,45～49歳,男,静岡県,2022年10月1日現在,人,137881
人口,45～49歳,男,愛知県,2022年10月1日現在,人,304208
人口,45～49歳,男,三重県,2022年10月1日現在,人,66520
人口,45～49歳,男,滋賀県,2022年10月1日現在,人,54573
人口,45～49歳,男,京都府,2022年10月1日現在,人,94089
人口,45～49歳,男,大阪府,2022年10月1日現在,人,335124
人口,45～49歳,男,兵庫県,2022年10月1日現在,人,201242
人口,45～49歳,男,奈良県,2022年10月1日現在,人,45870
人口,45～49歳,男,和歌山県,2022年10月1日現在,人,31788
人口,45～49歳,男,鳥取県,2022年10月1日現在,人,19345
人口,45～49歳,男,島根県,2022年10月1日現在,人,23369
人口,45～49歳,男,岡山県,2022年10月1日現在,人,68721
人口,45～49歳,男,広島県,2022年10月1日現在,人,105779
人口,45～49歳,男,山口県,2022年10月1日現在,人,47222
人口,45～49歳,男,徳島県,2022年10月1日現在,人,24500
人口,45～49歳,男,香川県,2022年10月1日現在,人,35641
人口,45～49歳,男,愛媛県,2022年10月1日現在,人,47466
人口,45～49歳,男,高知県,2022年10月1日現在,人,24386
人口,45～49歳,男,福岡県,2022年10月1日現在,人,185300
人口,45～49歳,男,佐賀県,2022年10月1日現在,人,26838
人口,45～49歳,男,長崎県,2022年10月1日現在,人,41603
人口,45～49歳,男,熊本県,2022年10月1日現在,人,56527
人口,45～49歳,男,大分県,2022年10月1日現在,人,38522
人口,45～49歳,男,宮崎県,2022年10月1日現在,人,35537
人口,45～49歳,男,鹿児島県,2022年10月1日現在,人,49166
人口,45～49歳,男,沖縄県,2022年10月1日現在,人,54619
人口,45～49歳,女,全国,2022年10月1日現在,人,4670509
人口,45～49歳,女,北海道,2022年10月1日現在,人,191521
人口,45～49歳,女,青森県,2022年10月1日現在,人,42018
人口,45～49歳,女,岩手県,2022年10月1日現在,人,39986
人口,45～49歳,女,宮城県,2022年10月1日現在,人,83864
人口,45～49歳,女,秋田県,2022年10月1日現在,人,30622
人口,45～49歳,女,山形県,2022年10月1日現在,人,34173
人口,45～49歳,女,福島県,2022年10月1日現在,人,59663
人口,45～49歳,女,茨城県,2022年10月1日現在,人,101937
人口,45～49歳,女,栃木県,2022年10月1日現在,人,69625
人口,45～49歳,女,群馬県,2022年10月1日現在,人,70388
人口,45～49歳,女,埼玉県,2022年10月1日現在,人,280895
人口,45～49歳,女,千葉県,2022年10月1日現在,人,236959
人口,45～49歳,女,東京都,2022年10月1日現在,人,560101
人口,45～49歳,女,神奈川県,2022年10月1日現在,人,361128
人口,45～49歳,女,新潟県,2022年10月1日現在,人,76427
人口,45～49歳,女,富山県,2022年10月1日現在,人,38003
人口,45～49歳,女,石川県,2022年10月1日現在,人,42052
人口,45～49歳,女,福井県,2022年10月1日現在,人,26491
人口,45～49歳,女,山梨県,2022年10月1日現在,人,27760
人口,45～49歳,女,長野県,2022年10月1日現在,人,73207
人口,45～49歳,女,岐阜県,2022年10月1日現在,人,71013
人口,45～49歳,女,静岡県,2022年10月1日現在,人,129968
人口,45～49歳,女,愛知県,2022年10月1日現在,人,284766
人口,45～49歳,女,三重県,2022年10月1日現在,人,64089
人口,45～49歳,女,滋賀県,2022年10月1日現在,人,53568
人口,45～49歳,女,京都府,2022年10月1日現在,人,97201
人口,45～49歳,女,大阪府,2022年10月1日現在,人,343966
人口,45～49歳,女,兵庫県,2022年10月1日現在,人,210099
人口,45～49歳,女,奈良県,2022年10月1日現在,人,48888
人口,45～49歳,女,和歌山県,2022年10月1日現在,人,32202
人口,45～49歳,女,鳥取県,2022年10月1日現在,人,18729
人口,45～49歳,女,島根県,2022年10月1日現在,人,21808
人口,45～49歳,女,岡山県,2022年10月1日現在,人,68186
人口,45～49歳,女,広島県,2022年10月1日現在,人,103609
人口,45～49歳,女,山口県,2022年10月1日現在,人,46125
人口,45～49歳,女,徳島県,2022年10月1日現在,人,24779
人口,45～49歳,女,香川県,2022年10月1日現在,人,35164
人口,45～49歳,女,愛媛県,2022年10月1日現在,人,47279
人口,45～49歳,女,高知県,2022年10月1日現在,人,24215
人口,45～49歳,女,福岡県,2022年10月1日現在,人,190518
人口,45～49歳,女,佐賀県,2022年10月1日現在,人,27060
人口,45～49歳,女,長崎県,2022年10月1日現在,人,43434
人口,45～49歳,女,熊本県,2022年10月1日現在,人,57798
人口,45～49歳,女,大分県,2022年10月1日現在,人,38459
人口,45～49歳,女,宮崎県,2022年10月1日現在,人,36356
人口,45～49歳,女,鹿児島県,2022年10月1日現在,人,51096
人口,45～49歳,女,沖縄県,2022年10月1日現在,人,53314
人口,50～54歳,男女計,全国,2022年10月1日現在,人,9435217
人口,50～54歳,男女計,北海道,2022年10月1日現在,人,371565
人口,50～54歳,男女計,青森県,2022年10月1日現在,人,85674
人口,50～54歳,男女計,岩手県,2022年10月1日現在,人,80399
人口,50～54歳,男女計,宮城県,2022年10月1日現在,人,160582
人口,50～54歳,男女計,秋田県,2022年10月1日現在,人,61014
人口,50～54歳,男女計,山形県,2022年10月1日現在,人,67065
人口,50～54歳,男女計,福島県,2022年10月1日現在,人,120770
人口,50～54歳,男女計,茨城県,2022年10月1日現在,人,211297
人口,50～54歳,男女計,栃木県,2022年10月1日現在,人,140754
人口,50～54歳,男女計,群馬県,2022年10月1日現在,人,144638
人口,50～54歳,男女計,埼玉県,2022年10月1日現在,人,591620
人口,50～54歳,男女計,千葉県,2022年10月1日現在,人,501801
人口,50～54歳,男女計,東京都,2022年10月1日現在,人,1139675
人口,50～54歳,男女計,神奈川県,2022年10月1日現在,人,776644
人口,50～54歳,男女計,新潟県,2022年10月1日現在,人,149533
人口,50～54歳,男女計,富山県,2022年10月1日現在,人,76301
人口,50～54歳,男女計,石川県,2022年10月1日現在,人,81851
人口,50～54歳,男女計,福井県,2022年10月1日現在,人,52909
人口,50～54歳,男女計,山梨県,2022年10月1日現在,人,59495
人口,50～54歳,男女計,長野県,2022年10月1日現在,人,148363
人口,50～54歳,男女計,岐阜県,2022年10月1日現在,人,144032
人口,50～54歳,男女計,静岡県,2022年10月1日現在,人,269542
人口,50～54歳,男女計,愛知県,2022年10月1日現在,人,590980
人口,50～54歳,男女計,三重県,2022年10月1日現在,人,130722
人口,50～54歳,男女計,滋賀県,2022年10月1日現在,人,103929
人口,50～54歳,男女計,京都府,2022年10月1日現在,人,191676
人口,50～54歳,男女計,大阪府,2022年10月1日現在,人,711984
人口,50～54歳,男女計,兵庫県,2022年10月1日現在,人,419979
人口,50～54歳,男女計,奈良県,2022年10月1日現在,人,98427
人口,50～54歳,男女計,和歌山県,2022年10月1日現在,人,65862
人口,50～54歳,男女計,鳥取県,2022年10月1日現在,人,35216
人口,50～54歳,男女計,島根県,2022年10月1日現在,人,41738
人口,50～54歳,男女計,岡山県,2022年10月1日現在,人,130633
人口,50～54歳,男女計,広島県,2022年10月1日現在,人,203898
人口,50～54歳,男女計,山口県,2022年10月1日現在,人,91041
人口,50～54歳,男女計,徳島県,2022年10月1日現在,人,47641
人口,50～54歳,男女計,香川県,2022年10月1日現在,人,66189
人口,50～54歳,男女計,愛媛県,2022年10月1日現在,人,91220
人口,50～54歳,男女計,高知県,2022年10月1日現在,人,46146
人口,50～54歳,男女計,福岡県,2022年10月1日現在,人,355490
人口,50～54歳,男女計,佐賀県,2022年10月1日現在,人,50866
人口,50～54歳,男女計,長崎県,2022年10月1日現在,人,84783
人口,50～54歳,男女計,熊本県,2022年10月1日現在,人,107297
人口,50～54歳,男女計,大分県,2022年10月1日現在,人,72388
人口,50～54歳,男女計,宮崎県,2022年10月1日現在,人,65875
人口,50～54歳,男女計,鹿児島県,2022年10月1日現在,人,95582
人口,50～54歳,男女計,沖縄県,2022年10月1日現在,人,100131
人口,50～54歳,男,全国,2022年10月1日現在,人,4755644
人口,50～54歳,男,北海道,2022年10月1日現在,人,181661
人口,50～54歳,男,青森県,2022年10月1日現在,人,42353
人口,50～54歳,男,岩手県,2022年10月1日現在,人,41063
人口,50～54歳,男,宮城県,2022年10月1日現在,人,81713
人口,50～54歳,男,秋田県,2022年10月1日現在,人,30294
人口,50～54歳,男,山形県,2022年10月1日現在,人,33896
人口,50～54歳,男,福島県,2022年10月1日現在,人,62435
人口,50～54歳,男,茨城県,2022年10月1日現在,人,109703
人口,50～54歳,男,栃木県,2022年10月1日現在,人,72988
人口,50～54歳,男,群馬県,2022年10月1日現在,人,74244
人口,50～54歳,男,埼玉県,2022年10月1日現在,人,306227
人口,50～54歳,男,千葉県,2022年10月1日現在,人,258829
人口,50～54歳,男,東京都,2022年10月1日現在,人,577465
人口,50～54歳,男,神奈川県,2022年10月1日現在,人,398769
人口,50～54歳,男,新潟県,2022年10月1日現在,人,76533
人口,50～54歳,男,富山県,2022年10月1日現在,人,38896
人口,50～54歳,男,石川県,2022年10月1日現在,人,41211
人口,50～54歳,男,福井県,2022年10月1日現在,人,26823
人口,50～54歳,男,山梨県,2022年10月1日現在,人,30401
人口,50～54歳,男,長野県,2022年10月1日現在,人,75672
人口,50～54歳,男,岐阜県,2022年10月1日現在,人,72383
人口,50～54歳,男,静岡県,2022年10月1日現在,人,137937
人口,50～54歳,男,愛知県,2022年10月1日現在,人,304602
人口,50～54歳,男,三重県,2022年10月1日現在,人,66276
人口,50～54歳,男,滋賀県,2022年10月1日現在,人,52478
人口,50～54歳,男,京都府,2022年10月1日現在,人,94484
人口,50～54歳,男,大阪府,2022年10月1日現在,人,352549
人口,50～54歳,男,兵庫県,2022年10月1日現在,人,204623
人口,50～54歳,男,奈良県,2022年10月1日現在,人,47093
人口,50～54歳,男,和歌山県,2022年10月1日現在,人,32062
人口,50～54歳,男,鳥取県,2022年10月1日現在,人,17633
人口,50～54歳,男,島根県,2022年10月1日現在,人,21191
人口,50～54歳,男,岡山県,2022年10月1日現在,人,65003
人口,50～54歳,男,広島県,2022年10月1日現在,人,101819
人口,50～54歳,男,山口県,2022年10月1日現在,人,44856
人口,50～54歳,男,徳島県,2022年10月1日現在,人,23305
人口,50～54歳,男,香川県,2022年10月1日現在,人,33287
人口,50～54歳,男,愛媛県,2022年10月1日現在,人,44746
人口,50～54歳,男,高知県,2022年10月1日現在,人,22681
人口,50～54歳,男,福岡県,2022年10月1日現在,人,173768
人口,50～54歳,男,佐賀県,2022年10月1日現在,人,24768
人口,50～54歳,男,長崎県,2022年10月1日現在,人,41043
人口,50～54歳,男,熊本県,2022年10月1日現在,人,52183
人口,50～54歳,男,大分県,2022年10月1日現在,人,35435
人口,50～54歳,男,宮崎県,2022年10月1日現在,人,31886
人口,50～54歳,男,鹿児島県,2022年10月1日現在,人,45929
人口,50～54歳,男,沖縄県,2022年10月1日現在,人,50448
人口,50～54歳,女,全国,2022年10月1日現在,人,4679573
人口,50～54歳,女,北海道,2022年10月1日現在,人,189904
人口,50～54歳,女,青森県,2022年10月1日現在,人,43321
人口,50～54歳,女,岩手県,2022年10月1日現在,人,39336
人口,50～54歳,女,宮城県,2022年10月1日現在,人,78869
人口,50～54歳,女,秋田県,2022年10月1日現在,人,30720
人口,50～54歳,女,山形県,2022年10月1日現在,人,33169
人口,50～54歳,女,福島県,2022年10月1日現在,人,58335
人口,50～54歳,女,茨城県,2022年10月1日現在,人,101594
人口,50～54歳,女,栃木県,2022年10月1日現在,人,67766
人口,50～54歳,女,群馬県,2022年10月1日現在,人,70394
人口,50～54歳,女,埼玉県,2022年10月1日現在,人,285393
人口,50～54歳,女,千葉県,2022年10月1日現在,人,242972
人口,50～54歳,女,東京都,2022年10月1日現在,人,562210
人口,50～54歳,女,神奈川県,2022年10月1日現在,人,377875
人口,50～54歳,女,新潟県,2022年10月1日現在,人,73000
人口,50～54歳,女,富山県,2022年10月1日現在,人,37405
人口,50～54歳,女,石川県,2022年10月1日現在,人,40640
人口,50～54歳,女,福井県,2022年10月1日現在,人,26086
人口,50～54歳,女,山梨県,2022年10月1日現在,人,29094
人口,50～54歳,女,長野県,2022年10月1日現在,人,72691
人口,50～54歳,女,岐阜県,2022年10月1日現在,人,71649
人口,50～54歳,女,静岡県,2022年10月1日現在,人,131605
人口,50～54歳,女,愛知県,2022年10月1日現在,人,286378
人口,50～54歳,女,三重県,2022年10月1日現在,人,64446
人口,50～54歳,女,滋賀県,2022年10月1日現在,人,51451
人口,50～54歳,女,京都府,2022年10月1日現在,人,97192
人口,50～54歳,女,大阪府,2022年10月1日現在,人,359435
人口,50～54歳,女,兵庫県,2022年10月1日現在,人,215356
人口,50～54歳,女,奈良県,2022年10月1日現在,人,51334
人口,50～54歳,女,和歌山県,2022年10月1日現在,人,33800
人口,50～54歳,女,鳥取県,2022年10月1日現在,人,17583
人口,50～54歳,女,島根県,2022年10月1日現在,人,20547
人口,50～54歳,女,岡山県,2022年10月1日現在,人,65630
人口,50～54歳,女,広島県,2022年10月1日現在,人,102079
人口,50～54歳,女,山口県,2022年10月1日現在,人,46185
人口,50～54歳,女,徳島県,2022年10月1日現在,人,24336
人口,50～54歳,女,香川県,2022年10月1日現在,人,32902
人口,50～54歳,女,愛媛県,2022年10月1日現在,人,46474
人口,50～54歳,女,高知県,2022年10月1日現在,人,23465
人口,50～54歳,女,福岡県,2022年10月1日現在,人,181722
人口,50～54歳,女,佐賀県,2022年10月1日現在,人,26098
人口,50～54歳,女,長崎県,2022年10月1日現在,人,43740
人口,50～54歳,女,熊本県,2022年10月1日現在,人,55114
人口,50～54歳,女,大分県,2022年10月1日現在,人,36953
人口,50～54歳,女,宮崎県,2022年10月1日現在,人,33989
人口,50～54歳,女,鹿児島県,2022年10月1日現在,人,49653
人口,50～54歳,女,沖縄県,2022年10月1日現在,人,49683
人口,55～59歳,男女計,全国,2022年10月1日現在,人,8074748
人口,55～59歳,男女計,北海道,2022年10月1日現在,人,338169
人口,55～59歳,男女計,青森県,2022年10月1日現在,人,81569
人口,55～59歳,男女計,岩手県,2022年10月1日現在,人,76977
人口,55～59歳,男女計,宮城県,2022年10月1日現在,人,141571
人口,55～59歳,男女計,秋田県,2022年10月1日現在,人,59980
人口,55～59歳,男女計,山形県,2022年10月1日現在,人,65270
人口,55～59歳,男女計,福島県,2022年10月1日現在,人,116807
人口,55～59歳,男女計,茨城県,2022年10月1日現在,人,179929
人口,55～59歳,男女計,栃木県,2022年10月1日現在,人,121367
人口,55～59歳,男女計,群馬県,2022年10月1日現在,人,122393
人口,55～59歳,男女計,埼玉県,2022年10月1日現在,人,483031
人口,55～59歳,男女計,千葉県,2022年10月1日現在,人,407417
人口,55～59歳,男女計,東京都,2022年10月1日現在,人,949753
人口,55～59歳,男女計,神奈川県,2022年10月1日現在,人,647039
人口,55～59歳,男女計,新潟県,2022年10月1日現在,人,138084
人口,55～59歳,男女計,富山県,2022年10月1日現在,人,63320
人口,55～59歳,男女計,石川県,2022年10月1日現在,人,69051
人口,55～59歳,男女計,福井県,2022年10月1日現在,人,47568
人口,55～59歳,男女計,山梨県,2022年10月1日現在,人,55060
人口,55～59歳,男女計,長野県,2022年10月1日現在,人,130369
人口,55～59歳,男女計,岐阜県,2022年10月1日現在,人,124745
人口,55～59歳,男女計,静岡県,2022年10月1日現在,人,233390
人口,55～59歳,男女計,愛知県,2022年10月1日現在,人,482821
人口,55～59歳,男女計,三重県,2022年10月1日現在,人,114241
人口,55～59歳,男女計,滋賀県,2022年10月1日現在,人,87028
人口,55～59歳,男女計,京都府,2022年10月1日現在,人,161290
人口,55～59歳,男女計,大阪府,2022年10月1日現在,人,580256
人口,55～59歳,男女計,兵庫県,2022年10月1日現在,人,355872
人口,55～59歳,男女計,奈良県,2022年10月1日現在,人,85845
人口,55～59歳,男女計,和歌山県,2022年10月1日現在,人,60007
人口,55～59歳,男女計,鳥取県,2022年10月1日現在,人,32472
人口,55～59歳,男女計,島根県,2022年10月1日現在,人,37951
人口,55～59歳,男女計,岡山県,2022年10月1日現在,人,108956
人口,55～59歳,男女計,広島県,2022年10月1日現在,人,168026
人口,55～59歳,男女計,山口県,2022年10月1日現在,人,77632
人口,55～59歳,男女計,徳島県,2022年10月1日現在,人,43928
人口,55～59歳,男女計,香川県,2022年10月1日現在,人,55588
人口,55～59歳,男女計,愛媛県,2022年10月1日現在,人,81471
人口,55～59歳,男女計,高知県,2022年10月1日現在,人,41144
人口,55～59歳,男女計,福岡県,2022年10月1日現在,人,301321
人口,55～59歳,男女計,佐賀県,2022年10月1日現在,人,48079
人口,55～59歳,男女計,長崎県,2022年10月1日現在,人,81201
人口,55～59歳,男女計,熊本県,2022年10月1日現在,人,104459
人口,55～59歳,男女計,大分県,2022年10月1日現在,人,65191
人口,55～59歳,男女計,宮崎県,2022年10月1日現在,人,62883
人口,55～59歳,男女計,鹿児島県,2022年10月1日現在,人,96394
人口,55～59歳,男女計,沖縄県,2022年10月1日現在,人,87833
人口,55～59歳,男,全国,2022年10月1日現在,人,4036466
人口,55～59歳,男,北海道,2022年10月1日現在,人,161354
人口,55～59歳,男,青森県,2022年10月1日現在,人,39540
人口,55～59歳,男,岩手県,2022年10月1日現在,人,38673
人口,55～59歳,男,宮城県,2022年10月1日現在,人,70883
人口,55～59歳,男,秋田県,2022年10月1日現在,人,29432
人口,55～59歳,男,山形県,2022年10月1日現在,人,32331
人口,55～59歳,男,福島県,2022年10月1日現在,人,59736
人口,55～59歳,男,茨城県,2022年10月1日現在,人,91911
人口,55～59歳,男,栃木県,2022年10月1日現在,人,61904
人口,55～59歳,男,群馬県,2022年10月1日現在,人,61880
人口,55～59歳,男,埼玉県,2022年10月1日現在,人,247663
人口,55～59歳,男,千葉県,2022年10月1日現在,人,209200
人口,55～59歳,男,東京都,2022年10月1日現在,人,488602
人口,55～59歳,男,神奈川県,2022年10月1日現在,人,335897
人口,55～59歳,男,新潟県,2022年10月1日現在,人,69104
人口,55～59歳,男,富山県,2022年10月1日現在,人,31521
人口,55～59歳,男,石川県,2022年10月1日現在,人,34036
人口,55～59歳,男,福井県,2022年10月1日現在,人,23611
人口,55～59歳,男,山梨県,2022年10月1日現在,人,27877
人口,55～59歳,男,長野県,2022年10月1日現在,人,65452
人口,55～59歳,男,岐阜県,2022年10月1日現在,人,61324
人口,55～59歳,男,静岡県,2022年10月1日現在,人,118522
人口,55～59歳,男,愛知県,2022年10月1日現在,人,248077
人口,55～59歳,男,三重県,2022年10月1日現在,人,57147
人口,55～59歳,男,滋賀県,2022年10月1日現在,人,43311
人口,55～59歳,男,京都府,2022年10月1日現在,人,78293
人口,55～59歳,男,大阪府,2022年10月1日現在,人,286140
人口,55～59歳,男,兵庫県,2022年10月1日現在,人,171850
人口,55～59歳,男,奈良県,2022年10月1日現在,人,40407
人口,55～59歳,男,和歌山県,2022年10月1日現在,人,28116
人口,55～59歳,男,鳥取県,2022年10月1日現在,人,15824
人口,55～59歳,男,島根県,2022年10月1日現在,人,18923
人口,55～59歳,男,岡山県,2022年10月1日現在,人,53460
人口,55～59歳,男,広島県,2022年10月1日現在,人,83027
人口,55～59歳,男,山口県,2022年10月1日現在,人,37541
人口,55～59歳,男,徳島県,2022年10月1日現在,人,21204
人口,55～59歳,男,香川県,2022年10月1日現在,人,27383
人口,55～59歳,男,愛媛県,2022年10月1日現在,人,39116
人口,55～59歳,男,高知県,2022年10月1日現在,人,19848
人口,55～59歳,男,福岡県,2022年10月1日現在,人,144226
人口,55～59歳,男,佐賀県,2022年10月1日現在,人,23007
人口,55～59歳,男,長崎県,2022年10月1日現在,人,38437
人口,55～59歳,男,熊本県,2022年10月1日現在,人,49669
人口,55～59歳,男,大分県,2022年10月1日現在,人,31197
